vessel_name,capacity_tons,speed_knots,cargo_weight_tons,cargo_ratio,distance_nm,weather_condition,fuel_type,duration_days,fuel_per_day_tons,total_trip_fuel_tons
Vessel C,4000,14.86,2455.8,0.614,2163.6,Moderate,Fuel B,6.07,42.07,255.27
Vessel B,7000,12.31,2024.9,0.289,1311.9,Rough,Green Fuel,4.44,34.96,155.26
Vessel C,4000,11.08,1443.8,0.361,3284.9,Rough,Fuel A,12.35,20.3,250.71
Vessel C,4000,13.5,2414.0,0.604,1249.3,Moderate,Fuel B,3.86,34.42,132.73
Vessel C,4000,20.41,3205.4,0.801,2708.5,Moderate,Fuel B,5.53,138.36,764.96
Vessel D,9000,18.37,7446.1,0.827,3747.1,Moderate,Green Fuel,8.5,145.11,1233.27
Vessel A,5000,12.63,4019.8,0.804,2575.1,Calm,Fuel A,8.49,33.03,280.6
Vessel B,7000,21.72,2664.9,0.381,587.9,Moderate,Fuel B,1.13,154.88,174.68
Vessel A,5000,20.21,2155.7,0.431,2174.7,Calm,Green Fuel,4.48,117.35,526.16
Vessel B,7000,16.07,5835.2,0.834,915.8,Calm,Fuel B,2.37,71.15,168.95
Vessel A,5000,19.36,1890.6,0.378,2876.5,Moderate,Green Fuel,6.19,107.29,664.35
Vessel D,9000,15.56,5119.4,0.569,1728.1,Calm,Fuel B,4.63,60.44,279.66
Vessel C,4000,20.45,2297.1,0.574,3851.4,Moderate,Fuel A,7.85,137.94,1082.55
Vessel B,7000,21.46,3728.4,0.533,3812.2,Moderate,Green Fuel,7.4,183.91,1360.95
Vessel C,4000,17.51,1607.3,0.402,2711.7,Moderate,Green Fuel,6.45,72.79,469.68
Vessel B,7000,19.11,3415.3,0.488,953.8,Rough,Fuel B,2.08,126.62,263.38
Vessel D,9000,16.86,4823.1,0.536,1754.9,Moderate,Fuel A,4.34,85.22,369.57
Vessel B,7000,18.98,2438.0,0.348,2635.2,Moderate,Fuel A,5.78,105.03,607.5
Vessel C,4000,16.47,2910.4,0.728,611.3,Moderate,Fuel A,1.55,64.19,99.28
Vessel B,7000,18.77,3463.9,0.495,1252.6,Rough,Fuel A,2.78,108.44,301.56
Vessel A,5000,12.0,2083.6,0.417,489.2,Rough,Fuel B,1.7,28.62,48.61
Vessel A,5000,16.42,3184.2,0.637,221.9,Moderate,Fuel A,0.56,61.93,34.88
Vessel B,7000,10.54,5162.9,0.738,1062.2,Moderate,Green Fuel,4.2,21.12,88.71
Vessel A,5000,21.35,4256.8,0.851,3748.7,Rough,Green Fuel,7.31,230.8,1688.12
Vessel C,4000,19.6,2520.9,0.63,2368.1,Calm,Fuel B,5.03,100.19,504.44
Vessel C,4000,20.28,1203.4,0.301,3744.8,Rough,Fuel B,7.7,117.22,902.08
Vessel B,7000,20.98,3502.1,0.5,3779.6,Calm,Fuel B,7.51,121.9,915.19
Vessel A,5000,8.05,3525.5,0.705,2240.1,Moderate,Fuel B,11.59,8.74,101.28
Vessel D,9000,19.52,5050.1,0.561,3583.1,Moderate,Green Fuel,7.65,163.44,1250.15
Vessel D,9000,11.59,2666.5,0.296,1925.6,Calm,Green Fuel,6.93,21.92,151.77
Vessel B,7000,16.75,3296.4,0.471,2842.9,Calm,Fuel B,7.07,69.43,490.95
Vessel C,4000,15.19,1245.3,0.311,2058.9,Calm,Green Fuel,5.65,39.2,221.38
Vessel A,5000,19.66,2607.4,0.521,1355.8,Moderate,Green Fuel,2.87,122.19,351.16
Vessel C,4000,19.3,3223.7,0.806,3144.5,Calm,Green Fuel,6.79,115.09,781.27
Vessel C,4000,14.09,1858.5,0.465,370.1,Calm,Fuel A,1.09,31.9,34.92
Vessel C,4000,15.93,3863.4,0.966,1377.1,Calm,Fuel B,3.6,69.85,251.59
Vessel C,4000,9.07,3393.7,0.848,290.1,Rough,Fuel A,1.33,14.96,19.94
Vessel B,7000,20.51,4274.9,0.611,534.9,Rough,Fuel B,1.09,172.41,187.38
Vessel B,7000,16.53,4017.2,0.574,2145.7,Moderate,Fuel B,5.41,75.35,407.54
Vessel B,7000,14.54,4612.5,0.659,3628.5,Moderate,Fuel B,10.4,52.29,543.65
Vessel D,9000,9.24,1990.0,0.221,3416.8,Moderate,Fuel A,15.41,11.33,174.65
Vessel D,9000,8.9,3092.4,0.344,2980.7,Moderate,Fuel B,13.96,10.18,142.1
Vessel D,9000,12.87,6932.0,0.77,2310.0,Moderate,Fuel B,7.48,37.8,282.8
Vessel A,5000,14.9,4143.0,0.829,2956.5,Rough,Fuel A,8.27,69.98,578.49
Vessel B,7000,21.85,3989.2,0.57,3405.6,Calm,Fuel B,6.49,148.59,965.03
Vessel B,7000,12.73,5934.2,0.848,1876.6,Moderate,Fuel A,6.14,37.36,229.49
Vessel A,5000,18.11,1696.7,0.339,1951.7,Moderate,Fuel B,4.49,83.39,374.46
Vessel D,9000,17.71,8166.3,0.907,421.5,Moderate,Green Fuel,0.99,130.22,129.11
Vessel D,9000,13.69,5837.8,0.649,966.3,Calm,Green Fuel,2.94,49.28,144.91
Vessel D,9000,17.88,5495.2,0.611,3446.5,Moderate,Fuel B,8.03,100.57,807.98
Vessel C,4000,15.65,3069.8,0.767,3250.2,Calm,Green Fuel,8.65,67.89,587.34
Vessel B,7000,19.28,5831.6,0.833,928.7,Moderate,Green Fuel,2.01,147.81,296.69
Vessel C,4000,17.16,3752.4,0.938,245.1,Calm,Green Fuel,0.6,85.82,51.09
Vessel C,4000,21.81,3088.2,0.772,3531.1,Moderate,Green Fuel,6.75,179.48,1210.72
Vessel B,7000,12.75,1794.8,0.256,1094.5,Moderate,Green Fuel,3.58,31.69,113.38
Vessel C,4000,16.87,1716.4,0.429,1950.2,Moderate,Fuel B,4.82,59.93,288.62
Vessel B,7000,10.52,6112.5,0.873,835.1,Calm,Green Fuel,3.31,22.32,73.79
Vessel B,7000,9.34,3063.7,0.438,2131.9,Calm,Green Fuel,9.51,12.72,120.95
Vessel A,5000,8.83,2221.3,0.444,2473.1,Rough,Fuel A,11.67,10.97,128.06
Vessel D,9000,9.98,7805.7,0.867,2541.2,Calm,Green Fuel,10.61,21.41,227.15
Vessel D,9000,19.6,7724.8,0.858,2714.3,Calm,Fuel A,5.77,155.76,898.72
Vessel B,7000,12.16,3059.5,0.437,765.0,Moderate,Fuel B,2.62,23.07,60.46
Vessel C,4000,11.33,2015.7,0.504,2485.0,Moderate,Green Fuel,9.14,20.93,191.34
Vessel D,9000,18.02,4127.0,0.459,756.2,Calm,Fuel B,1.75,86.21,150.71
Vessel D,9000,17.42,7741.4,0.86,1498.5,Calm,Fuel A,3.58,95.77,343.17
Vessel B,7000,17.27,3910.1,0.559,3290.1,Moderate,Fuel B,7.94,81.79,649.4
Vessel C,4000,12.44,3120.3,0.78,986.5,Calm,Fuel A,3.31,29.35,97.01
Vessel B,7000,16.31,5014.9,0.716,1263.8,Calm,Fuel A,3.23,73.43,237.0
Vessel A,5000,18.54,1425.5,0.285,908.0,Calm,Fuel B,2.04,65.21,133.06
Vessel D,9000,15.05,6391.2,0.71,1524.2,Calm,Green Fuel,4.22,65.96,278.41
Vessel A,5000,16.17,1839.1,0.368,1016.0,Calm,Fuel B,2.62,46.99,122.98
Vessel A,5000,9.33,4802.1,0.96,1636.3,Rough,Fuel A,7.31,17.01,124.32
Vessel B,7000,8.55,4690.1,0.67,2222.8,Calm,Green Fuel,10.83,10.77,116.62
Vessel C,4000,12.27,3432.1,0.858,2640.8,Calm,Fuel B,8.97,25.49,228.64
Vessel D,9000,12.51,6194.8,0.688,1281.5,Rough,Green Fuel,4.27,45.9,195.86
Vessel B,7000,14.45,6388.6,0.913,1558.4,Calm,Fuel A,4.49,52.09,234.09
Vessel C,4000,13.86,2210.7,0.553,2489.6,Moderate,Green Fuel,7.49,40.13,300.39
Vessel D,9000,16.3,3144.5,0.349,3188.9,Calm,Green Fuel,8.15,60.67,494.4
Vessel B,7000,14.58,6744.9,0.964,1484.2,Calm,Green Fuel,4.24,55.29,234.47
Vessel B,7000,16.92,5013.6,0.716,1245.5,Rough,Fuel B,3.07,108.61,333.02
Vessel B,7000,19.66,1804.7,0.258,2712.7,Moderate,Fuel A,5.75,103.52,595.18
Vessel C,4000,12.76,2786.7,0.697,3333.9,Rough,Fuel A,10.88,36.0,391.79
Vessel B,7000,10.89,5249.3,0.75,2928.2,Calm,Fuel B,11.2,20.27,227.09
Vessel A,5000,11.53,1626.6,0.325,1481.4,Rough,Fuel B,5.35,22.31,119.43
Vessel C,4000,13.69,1938.0,0.484,1894.6,Moderate,Fuel B,5.77,33.71,194.34
Vessel B,7000,18.35,3622.6,0.518,3676.1,Calm,Fuel B,8.35,94.28,787.15
Vessel B,7000,8.61,5060.7,0.723,285.9,Moderate,Fuel B,1.38,11.15,15.42
Vessel D,9000,10.88,7108.0,0.79,3632.9,Moderate,Fuel A,13.92,25.95,361.21
Vessel B,7000,10.31,6560.0,0.937,471.7,Moderate,Fuel B,1.91,22.12,42.16
Vessel D,9000,20.85,4586.9,0.51,2462.4,Moderate,Green Fuel,4.92,157.89,776.95
Vessel A,5000,17.64,2179.5,0.436,955.9,Rough,Fuel B,2.26,87.4,197.36
Vessel C,4000,20.86,2729.6,0.682,2037.7,Rough,Green Fuel,4.07,158.84,646.64
Vessel D,9000,15.11,2968.1,0.33,2216.9,Moderate,Green Fuel,6.11,57.64,352.39
Vessel C,4000,12.45,2502.3,0.626,2018.6,Moderate,Fuel B,6.75,28.45,192.2
Vessel C,4000,21.23,1425.8,0.356,1227.7,Moderate,Fuel B,2.41,118.71,286.05
Vessel A,5000,11.57,2050.2,0.41,648.6,Calm,Fuel B,2.34,18.73,43.75
Vessel A,5000,17.89,4130.6,0.826,2805.7,Moderate,Fuel A,6.54,95.99,627.35
Vessel C,4000,10.24,2074.1,0.519,2150.3,Moderate,Green Fuel,8.75,15.76,137.91
Vessel C,4000,15.12,876.7,0.219,3856.9,Calm,Fuel A,10.63,41.47,440.9
Vessel B,7000,12.0,3069.0,0.438,1244.2,Calm,Fuel B,4.32,23.55,101.76
Vessel C,4000,19.85,2166.1,0.542,2221.6,Moderate,Green Fuel,4.66,115.8,539.94
Vessel D,9000,10.89,3237.7,0.36,3664.1,Moderate,Green Fuel,14.01,22.71,318.27
Vessel D,9000,14.31,4337.5,0.482,1028.0,Moderate,Fuel B,2.99,47.41,141.89
Vessel A,5000,11.61,1905.7,0.381,266.2,Moderate,Fuel A,0.96,20.96,20.03
Vessel A,5000,18.06,4080.4,0.816,3160.5,Moderate,Fuel B,7.29,99.98,729.06
Vessel D,9000,9.94,8756.5,0.973,2386.1,Rough,Fuel A,10.01,24.88,248.99
Vessel C,4000,18.47,2302.9,0.576,1828.5,Moderate,Fuel B,4.12,82.2,339.01
Vessel D,9000,17.61,1932.2,0.215,3119.2,Calm,Fuel B,7.38,62.05,457.95
Vessel C,4000,17.58,1649.2,0.412,2747.2,Moderate,Fuel B,6.51,59.3,386.21
Vessel C,4000,8.5,3784.9,0.946,2069.1,Calm,Fuel B,10.14,8.95,90.71
Vessel D,9000,11.47,2373.5,0.264,2387.0,Calm,Fuel A,8.67,20.65,179.17
Vessel A,5000,8.03,3903.1,0.781,3561.4,Moderate,Green Fuel,18.49,10.03,185.36
Vessel B,7000,18.58,2895.6,0.414,1487.4,Moderate,Fuel A,3.34,89.22,297.66
Vessel A,5000,10.59,3725.3,0.745,2242.6,Moderate,Fuel B,8.82,17.5,154.38
Vessel D,9000,8.58,4907.9,0.545,3119.9,Calm,Fuel B,15.16,10.34,156.64
Vessel D,9000,17.06,2038.0,0.226,1160.8,Calm,Fuel A,2.84,62.33,176.73
Vessel A,5000,14.83,3848.1,0.77,1444.3,Rough,Fuel A,4.06,65.87,267.23
Vessel C,4000,21.02,3311.6,0.828,2768.1,Calm,Fuel B,5.49,145.07,795.82
Vessel C,4000,11.59,2700.0,0.675,629.8,Calm,Fuel A,2.26,21.75,49.23
Vessel B,7000,8.45,1865.9,0.267,2847.8,Calm,Fuel A,14.04,7.03,98.79
Vessel D,9000,11.85,6470.2,0.719,2778.4,Moderate,Fuel A,9.77,35.95,351.29
Vessel D,9000,21.92,8855.9,0.984,2239.2,Rough,Fuel B,4.26,273.45,1163.78
Vessel D,9000,11.49,6975.4,0.775,651.6,Moderate,Fuel B,2.36,30.74,72.66
Vessel B,7000,10.17,5819.8,0.831,3191.6,Calm,Green Fuel,13.07,21.21,277.23
Vessel C,4000,9.62,2101.8,0.525,2446.2,Rough,Green Fuel,10.6,15.93,168.88
Vessel B,7000,8.61,6462.3,0.923,3386.3,Moderate,Green Fuel,16.39,12.09,198.15
Vessel C,4000,10.17,3516.9,0.879,2728.9,Moderate,Fuel A,11.18,17.44,195.02
Vessel B,7000,17.7,1428.1,0.204,3661.0,Moderate,Green Fuel,8.62,77.3,666.11
Vessel B,7000,17.97,4646.8,0.664,2086.0,Calm,Fuel A,4.84,86.41,417.9
Vessel D,9000,13.21,6988.8,0.777,3324.6,Moderate,Fuel A,10.49,46.45,486.99
Vessel D,9000,8.77,6648.4,0.739,899.4,Rough,Green Fuel,4.27,17.0,72.66
Vessel C,4000,11.02,1441.1,0.36,2931.8,Rough,Green Fuel,11.09,21.49,238.35
Vessel B,7000,16.03,2633.4,0.376,287.8,Rough,Fuel A,0.75,73.17,54.75
Vessel C,4000,14.63,2116.0,0.529,3861.2,Rough,Fuel B,11.0,51.34,564.56
Vessel B,7000,8.43,3237.6,0.463,3066.1,Rough,Fuel B,15.16,11.16,169.25
Vessel B,7000,14.32,6655.4,0.951,1595.1,Calm,Fuel A,4.64,52.17,242.11
Vessel A,5000,20.18,3419.8,0.684,1090.4,Moderate,Fuel B,2.25,133.65,300.9
Vessel D,9000,14.23,8996.4,1.0,1383.1,Rough,Green Fuel,4.05,83.63,338.66
Vessel B,7000,8.04,3099.7,0.443,2555.6,Calm,Fuel B,13.24,7.0,92.73
Vessel D,9000,20.24,7194.4,0.799,503.0,Rough,Fuel A,1.04,193.49,200.33
Vessel D,9000,11.78,5482.3,0.609,3726.8,Moderate,Green Fuel,13.19,30.54,402.73
Vessel C,4000,13.42,1604.2,0.401,3018.9,Calm,Green Fuel,9.37,32.64,305.98
Vessel D,9000,21.69,7464.0,0.829,2289.9,Moderate,Fuel B,4.4,212.53,935.02
Vessel B,7000,13.07,5530.6,0.79,3048.6,Moderate,Fuel B,9.72,39.85,387.21
Vessel D,9000,14.58,4606.4,0.512,2610.2,Calm,Green Fuel,7.46,50.17,374.18
Vessel D,9000,16.11,6589.0,0.732,3507.5,Moderate,Fuel A,9.07,70.87,642.84
Vessel B,7000,17.46,3212.3,0.459,1435.5,Calm,Green Fuel,3.43,84.83,290.67
Vessel B,7000,14.79,6474.2,0.925,3610.5,Rough,Fuel B,10.17,73.11,743.61
Vessel D,9000,17.62,7147.2,0.794,3054.4,Calm,Fuel B,7.22,97.9,707.22
Vessel C,4000,20.12,902.8,0.226,3567.1,Moderate,Fuel A,7.39,96.0,709.2
Vessel C,4000,8.45,2798.7,0.7,1831.4,Moderate,Fuel B,9.03,9.08,82.01
Vessel B,7000,11.64,2391.4,0.342,2997.1,Calm,Green Fuel,10.73,22.97,246.38
Vessel B,7000,11.78,4226.0,0.604,3601.4,Rough,Fuel B,12.73,33.15,422.12
Vessel A,5000,21.43,1832.4,0.366,3493.7,Calm,Fuel B,6.79,118.32,803.65
Vessel A,5000,11.15,3232.5,0.647,643.1,Moderate,Green Fuel,2.4,24.24,58.26
Vessel A,5000,8.01,4028.6,0.806,1948.8,Rough,Fuel A,10.13,10.44,105.84
Vessel D,9000,9.92,4255.3,0.473,2201.7,Calm,Fuel B,9.25,14.91,137.96
Vessel A,5000,15.52,3911.1,0.782,1073.9,Calm,Fuel B,2.88,57.28,165.16
Vessel B,7000,20.28,5560.3,0.794,3758.1,Rough,Green Fuel,7.72,190.98,1474.35
Vessel A,5000,10.69,1347.0,0.269,1241.7,Calm,Green Fuel,4.84,15.18,73.44
Vessel C,4000,11.63,3708.2,0.927,2932.2,Calm,Green Fuel,10.51,24.65,259.0
Vessel C,4000,8.45,2759.4,0.69,439.8,Moderate,Fuel B,2.17,9.1,19.74
Vessel C,4000,10.26,1990.4,0.498,3868.7,Rough,Fuel B,15.71,16.34,256.8
Vessel C,4000,16.25,3106.6,0.777,2222.5,Calm,Fuel A,5.7,61.05,347.97
Vessel C,4000,12.73,3049.7,0.762,2145.2,Calm,Green Fuel,7.02,37.38,262.53
Vessel C,4000,16.87,2280.0,0.57,2876.8,Moderate,Fuel B,7.11,63.03,447.95
Vessel C,4000,17.37,3190.4,0.798,3066.3,Rough,Fuel A,7.36,100.56,739.85
Vessel C,4000,21.87,2985.7,0.746,477.3,Moderate,Green Fuel,0.91,180.66,164.32
Vessel B,7000,8.22,5017.4,0.717,1082.9,Moderate,Fuel B,5.49,10.35,56.84
Vessel A,5000,14.16,1493.2,0.299,653.1,Moderate,Fuel A,1.92,38.65,74.27
Vessel D,9000,12.3,3873.4,0.43,1710.8,Rough,Fuel A,5.79,39.99,231.68
Vessel A,5000,9.0,4576.4,0.915,3411.3,Rough,Fuel A,15.8,14.51,229.26
Vessel A,5000,11.92,1212.5,0.242,1179.1,Moderate,Fuel A,4.12,21.01,86.58
Vessel B,7000,11.25,6447.8,0.921,2541.2,Rough,Fuel A,9.42,28.56,268.9
Vessel C,4000,8.47,2958.2,0.74,2093.0,Moderate,Fuel B,10.29,8.93,91.97
Vessel B,7000,14.47,1518.7,0.217,1121.2,Calm,Fuel A,3.23,35.3,114.01
Vessel D,9000,14.16,5013.3,0.557,1674.0,Moderate,Fuel B,4.93,52.19,257.18
Vessel C,4000,20.47,1865.9,0.466,3523.9,Calm,Green Fuel,7.17,113.93,817.0
Vessel B,7000,8.3,4312.1,0.616,3731.3,Moderate,Fuel A,18.72,9.56,178.99
Vessel A,5000,21.8,3668.8,0.734,2180.8,Calm,Fuel B,4.17,146.46,610.44
Vessel B,7000,13.98,6787.1,0.97,2967.7,Moderate,Green Fuel,8.84,57.3,506.72
Vessel A,5000,16.81,4903.9,0.981,2367.5,Calm,Green Fuel,5.87,89.15,523.13
Vessel B,7000,15.03,2331.3,0.333,2780.0,Moderate,Green Fuel,7.71,53.86,415.03
Vessel C,4000,11.34,3600.4,0.9,2273.3,Rough,Fuel A,8.36,31.1,259.85
Vessel A,5000,13.82,2518.5,0.504,2661.1,Calm,Green Fuel,8.02,40.12,321.92
Vessel C,4000,19.19,2658.0,0.664,1792.5,Moderate,Fuel B,3.89,103.76,403.73
Vessel C,4000,12.45,1653.5,0.413,3191.8,Rough,Fuel B,10.68,26.06,278.23
Vessel A,5000,19.75,4725.7,0.945,3213.4,Calm,Fuel A,6.78,130.17,882.63
Vessel C,4000,16.23,2404.5,0.601,1230.0,Rough,Green Fuel,3.16,84.45,266.66
Vessel A,5000,17.52,3676.3,0.735,536.1,Rough,Fuel B,1.27,102.45,130.6
Vessel B,7000,13.38,3821.1,0.546,2087.7,Rough,Fuel A,6.5,44.92,292.08
Vessel D,9000,14.72,6290.9,0.699,3241.6,Rough,Fuel A,9.17,78.37,718.9
Vessel A,5000,9.53,1432.5,0.286,3831.0,Moderate,Green Fuel,16.76,11.99,200.91
Vessel B,7000,10.01,4325.3,0.618,2392.8,Calm,Fuel A,9.96,16.34,162.69
Vessel C,4000,20.24,1949.0,0.487,3006.2,Calm,Green Fuel,6.19,109.42,677.28
Vessel C,4000,19.49,1209.4,0.302,2911.2,Rough,Fuel B,6.22,93.66,582.92
Vessel A,5000,21.35,1214.2,0.243,1823.0,Moderate,Green Fuel,3.56,127.85,454.92
Vessel D,9000,11.13,6880.3,0.764,3242.0,Calm,Fuel B,12.14,22.82,276.95
Vessel B,7000,10.8,2756.9,0.394,2067.1,Moderate,Fuel A,7.98,16.94,135.15
Vessel A,5000,12.06,3453.8,0.691,2837.2,Calm,Fuel B,9.8,25.76,252.44
Vessel B,7000,21.98,5770.9,0.824,680.9,Calm,Fuel B,1.29,169.38,218.66
Vessel B,7000,21.56,3950.6,0.564,1851.5,Rough,Fuel A,3.58,205.06,733.76
Vessel B,7000,14.89,4375.6,0.625,3107.6,Calm,Green Fuel,8.7,55.67,484.11
Vessel A,5000,14.1,1289.4,0.258,3123.7,Moderate,Fuel B,9.23,35.2,324.95
Vessel B,7000,20.43,6762.9,0.966,1455.4,Rough,Fuel A,2.97,195.63,580.75
Vessel B,7000,19.46,3451.0,0.493,1587.1,Moderate,Fuel A,3.4,116.15,394.7
Vessel C,4000,9.84,2692.8,0.673,2149.7,Moderate,Fuel B,9.11,14.76,134.44
Vessel B,7000,19.14,1677.9,0.24,1166.0,Rough,Fuel B,2.54,106.62,270.7
Vessel A,5000,12.33,3276.4,0.655,2258.4,Calm,Green Fuel,7.63,29.35,223.94
Vessel B,7000,14.59,6714.3,0.959,2120.3,Rough,Green Fuel,6.06,81.64,494.44
Vessel D,9000,12.02,8778.6,0.975,943.5,Moderate,Green Fuel,3.27,46.44,151.97
Vessel B,7000,13.54,5979.7,0.854,2518.7,Moderate,Green Fuel,7.75,53.29,413.14
Vessel D,9000,21.3,2321.4,0.258,2851.6,Calm,Fuel A,5.58,123.06,686.3
Vessel B,7000,10.2,4999.4,0.714,1903.3,Moderate,Green Fuel,7.77,18.71,145.48
Vessel A,5000,12.1,2384.4,0.477,593.6,Moderate,Green Fuel,2.04,29.8,60.91
Vessel A,5000,12.15,4557.8,0.912,1993.4,Rough,Fuel B,6.83,37.06,253.26
Vessel D,9000,13.44,4917.4,0.546,2836.2,Calm,Fuel A,8.79,39.68,348.89
Vessel B,7000,16.73,3324.4,0.475,2921.2,Calm,Fuel B,7.28,70.25,511.15
Vessel A,5000,8.68,1004.1,0.201,3372.9,Moderate,Green Fuel,16.2,8.19,132.68
Vessel A,5000,12.58,2159.0,0.432,1607.2,Calm,Fuel B,5.32,24.62,131.03
Vessel A,5000,14.45,1082.0,0.216,2844.9,Calm,Fuel B,8.2,31.65,259.53
Vessel D,9000,13.94,4395.8,0.488,1857.0,Moderate,Fuel B,5.55,46.73,259.49
Vessel A,5000,9.85,3855.7,0.771,1441.6,Moderate,Fuel A,6.1,16.58,101.11
Vessel C,4000,14.82,1937.4,0.484,1158.9,Calm,Green Fuel,3.26,42.13,137.27
Vessel A,5000,19.88,1039.8,0.208,2227.7,Rough,Fuel B,4.67,109.34,510.46
Vessel B,7000,11.45,1450.4,0.207,2901.5,Calm,Fuel A,10.56,17.94,189.36
Vessel B,7000,16.26,3069.0,0.438,1017.8,Calm,Fuel A,2.61,52.47,136.85
Vessel B,7000,18.35,3180.9,0.454,1921.4,Moderate,Fuel A,4.36,105.64,460.93
Vessel D,9000,11.54,7617.1,0.846,1881.5,Calm,Fuel A,6.79,28.35,192.52
Vessel C,4000,12.62,1831.4,0.458,3011.2,Moderate,Fuel B,9.94,26.68,265.19
Vessel B,7000,21.89,1901.8,0.272,3104.1,Calm,Fuel B,5.91,140.29,828.92
Vessel C,4000,14.24,3085.0,0.771,3043.9,Rough,Fuel B,8.91,53.51,476.72
Vessel D,9000,12.7,1822.9,0.203,2020.4,Rough,Green Fuel,6.63,36.06,239.02
Vessel B,7000,19.55,1771.9,0.253,3640.4,Calm,Fuel A,7.76,94.71,734.65
Vessel C,4000,14.92,1476.0,0.369,1727.2,Calm,Fuel B,4.82,36.87,177.78
Vessel B,7000,9.78,5037.3,0.72,598.3,Calm,Green Fuel,2.55,16.19,41.26
Vessel D,9000,12.68,1863.6,0.207,1077.9,Calm,Green Fuel,3.54,29.76,105.39
Vessel A,5000,21.96,3099.3,0.62,3728.4,Moderate,Fuel A,7.07,183.48,1297.9
Vessel B,7000,14.44,2475.2,0.354,1907.2,Calm,Fuel B,5.5,41.04,225.88
Vessel D,9000,20.63,2717.1,0.302,1639.6,Rough,Fuel A,3.31,153.31,507.8
Vessel D,9000,9.05,8248.7,0.917,2031.1,Rough,Green Fuel,9.35,22.75,212.77
Vessel D,9000,16.76,4745.8,0.527,267.9,Calm,Fuel B,0.67,66.35,44.19
Vessel D,9000,9.27,5212.2,0.579,3805.6,Calm,Fuel B,17.1,11.94,204.1
Vessel A,5000,20.76,2615.0,0.523,3858.9,Calm,Fuel A,7.75,125.47,971.89
Vessel C,4000,9.96,1914.5,0.479,3730.5,Calm,Fuel A,15.6,12.39,193.34
Vessel D,9000,20.76,8518.6,0.947,1304.8,Moderate,Fuel B,2.62,192.96,505.4
Vessel C,4000,13.56,1770.8,0.443,991.6,Moderate,Fuel B,3.05,32.61,99.4
Vessel B,7000,16.11,4856.8,0.694,2793.5,Moderate,Fuel A,7.23,75.61,546.33
Vessel B,7000,18.57,5604.5,0.801,1794.3,Calm,Fuel A,4.03,113.07,455.19
Vessel A,5000,14.65,4780.5,0.956,2812.5,Calm,Fuel B,8.0,43.62,348.88
Vessel C,4000,17.51,3797.4,0.949,3600.0,Rough,Green Fuel,8.57,109.12,934.75
Vessel D,9000,13.35,8528.8,0.948,1243.7,Moderate,Fuel B,3.88,51.24,198.84
Vessel B,7000,8.67,6339.5,0.906,1806.2,Moderate,Fuel A,8.68,13.15,114.09
Vessel C,4000,8.05,1584.9,0.396,1954.8,Moderate,Green Fuel,10.12,7.8,78.99
Vessel A,5000,10.54,1055.9,0.211,2880.1,Moderate,Green Fuel,11.38,14.83,168.84
Vessel D,9000,10.63,3854.0,0.428,1540.9,Moderate,Green Fuel,6.04,21.05,127.08
Vessel D,9000,9.0,7550.5,0.839,346.7,Calm,Fuel B,1.61,12.23,19.64
Vessel B,7000,21.37,2480.9,0.354,471.5,Rough,Fuel A,0.92,166.51,153.08
Vessel B,7000,16.25,4908.2,0.701,556.9,Moderate,Fuel A,1.43,75.36,107.61
Vessel B,7000,15.77,3008.4,0.43,3612.0,Rough,Fuel B,9.54,65.77,627.65
Vessel A,5000,10.74,1044.6,0.209,1450.5,Calm,Fuel B,5.63,12.22,68.8
Vessel B,7000,15.13,6371.8,0.91,829.1,Moderate,Fuel B,2.28,66.48,151.82
Vessel A,5000,16.88,2456.6,0.491,2520.0,Rough,Green Fuel,6.22,101.3,630.26
Vessel A,5000,19.99,2928.4,0.586,2069.9,Moderate,Green Fuel,4.31,147.9,638.03
Vessel A,5000,11.21,3106.6,0.621,270.1,Moderate,Green Fuel,1.0,22.09,22.19
Vessel D,9000,20.15,5047.7,0.561,2946.1,Calm,Fuel B,6.09,133.95,816.09
Vessel D,9000,10.16,6455.1,0.717,2094.8,Calm,Fuel B,8.59,16.47,141.56
Vessel A,5000,17.94,1191.5,0.238,1158.4,Moderate,Fuel A,2.69,75.11,202.08
Vessel A,5000,12.95,2929.8,0.586,2083.8,Moderate,Fuel A,6.7,30.79,206.46
Vessel A,5000,14.07,1809.1,0.362,2738.2,Calm,Fuel B,8.11,32.04,259.8
Vessel D,9000,10.83,8705.1,0.967,1406.7,Moderate,Green Fuel,5.41,30.71,166.12
Vessel C,4000,18.11,1072.1,0.268,2921.3,Calm,Green Fuel,6.72,75.33,506.22
Vessel A,5000,13.28,3829.1,0.766,1495.3,Moderate,Fuel B,4.69,36.94,173.37
Vessel B,7000,11.53,1503.9,0.215,1534.6,Moderate,Fuel B,5.54,19.34,107.24
Vessel D,9000,12.21,5683.5,0.632,3078.5,Moderate,Green Fuel,10.5,35.23,370.02
Vessel C,4000,11.59,1614.7,0.404,792.4,Rough,Green Fuel,2.85,28.01,79.81
Vessel B,7000,14.92,1709.2,0.244,3303.2,Rough,Fuel B,9.23,54.61,503.89
Vessel B,7000,15.09,1543.5,0.221,604.5,Rough,Fuel A,1.67,58.75,98.09
Vessel A,5000,16.05,4559.7,0.912,1726.4,Moderate,Fuel B,4.48,73.8,330.78
Vessel D,9000,20.16,3899.4,0.433,2772.6,Calm,Green Fuel,5.73,131.59,754.01
